,age,10yr_AR,rr,log_rr,p_above_threshold,p_case,rr_low,rr_high
45,45,0.005,9.185746497941423,2.2176529889564502,0.0009623572879470244,0.011393450018663875,0.9895588591613026,11.839106079790046
46,46,0.006,7.650944689685032,2.034829129062041,0.001988985574057578,0.019925877264358793,0.9820273609899801,10.01811050027353
47,47,0.008,5.732439524056647,1.7461411860312386,0.005706088863678516,0.04407887662948584,0.961406997130302,7.724884361697398
48,48,0.009,5.092936508328632,1.6278545813666088,0.008507713760382396,0.059173084584208224,0.9488998840162622,6.955227485409496
49,49,0.011,4.162748181074487,1.4261754766101347,0.016104694494536775,0.09388894022433236,0.9209425583245009,5.829911288052219
50,50,0.013,3.518769246080627,1.258111282469769,0.026311941054515176,0.13277403239540408,0.8906609869939367,5.046151179812704
51,51,0.015,3.0465159401130344,1.1139986229635377,0.03893065705803578,0.17396520041494168,0.8594955251162765,4.468591427974193
52,52,0.018,2.534904919481814,0.9301561292319716,0.06174477269057599,0.23709774612459322,0.8131073845046768,3.8399646770548577
53,53,0.02,2.2790974386625042,0.8237795043572586,0.079079568680551,0.27871307545786683,0.7832239355453425,3.5244637788017443
54,54,0.023,1.9787991195790127,0.6824901554446007,0.10749667702614085,0.33895005430450964,0.7406694503868554,3.1531212283155914
55,55,0.026,1.7477976618126652,0.5583565164215719,0.137984953776497,0.3955832433874914,0.7011672931469871,2.8668578171808696
56,56,0.03,1.5116591107802877,0.4132077965052112,0.18051646593677706,0.4646293723523037,0.6533024830812434,2.573889146018583
57,57,0.033,1.3721201396382678,0.31635709080408786,0.21303058191456892,0.5114366024757038,0.6208162430414281,2.4007661147956862
58,58,0.037,1.2212641426134192,0.19988650474867817,0.2563277082655243,0.5674605525697777,0.581626412920946,2.213808863698643
59,59,0.041,1.0998402929828512,0.09516498106609028,0.29884856177100105,0.6167308897438566,0.5466281453037056,2.0636903389765666
60,60,0.045,1.0,0.0,0.340055903839644,0.659944096160356,0.5152798635795597,1.940692952860944
61,61,0.049,0.9164574778832381,-0.08723960897812721,0.37960552020981264,0.6978071898762276,0.48709783850103194,1.8382429989177738
62,62,0.052,0.8622334977765806,-0.14822916590840018,0.4080529839611958,0.7230964114431707,0.46778441491235984,1.772065001029215
63,63,0.056,0.7989701079023976,-0.224431745802566,0.44427188611876,0.7531620589343827,0.444170332398132,1.6952728328459932
64,64,0.059,0.7571504465745208,-0.2781933047698059,0.47012659969993875,0.7732731087134029,0.4278887959995807,1.644818883268782
65,65,0.062,0.7193766287703677,-0.329370235362082,0.4948575837106116,0.7915268961608615,0.41270164040175844,1.5995044275682748
66,66,0.065,0.685088455170208,-0.37820731742134356,0.518477652285346,0.8081104476702543,0.3985060158484229,1.5586215608488905
67,67,0.067,0.6639349188895354,-0.40957114802994105,0.5336178407798259,0.8183219110092048,0.38954768187225375,1.5335355163787519
68,68,0.069,0.6440071808678748,-0.4400454025239942,0.5482823473733837,0.8279114242022739,0.3809649120353774,1.51000926469453
69,69,0.071,0.6252016509694326,-0.46968103973223596,0.5624805642831092,0.8369211273197894,0.372735150412233,1.487911192783095
70,70,0.071,0.6252016509694326,-0.46968103973223596,0.5624805642831092,0.8369211273197894,0.372735150412233,1.487911192783095
71,71,0.072,0.6161904894164509,-0.4841991271865675,0.5694079795376796,0.8412208864304491,0.3687460659374785,1.4773605510647445
72,72,0.072,0.6161904894164509,-0.4841991271865675,0.5694079795376796,0.8412208864304491,0.3687460659374785,1.4773605510647445
73,73,0.071,0.6252016509694326,-0.46968103973223596,0.5624805642831092,0.8369211273197894,0.372735150412233,1.487911192783095
74,74,0.07,0.6344701518311089,-0.454965034965555,0.5554391204457387,0.832486238831402,0.37680724704466917,1.4987893509613324
75,75,0.069,0.6440071808678748,-0.4400454025239942,0.5482823473733837,0.8279114242022739,0.3809649120353774,1.51000926469453
76,76,0.067,0.6639349188895354,-0.40957114802994105,0.5336178407798259,0.8183219110092048,0.38954768187225375,1.5335355163787519
77,77,0.065,0.685088455170208,-0.37820731742134356,0.518477652285346,0.8081104476702543,0.3985060158484229,1.5586215608488905
78,78,0.063,0.7075845341391672,-0.3458981737200402,0.5028534447387194,0.7972316574188889,0.4078643217683447,1.5854155236683867
79,79,0.06,0.7441396053137541,-0.29552662020077425,0.4784947126161049,0.7795544214950549,0.4227101504776666,1.6291808476481318
