,age,10yr_AR,rr,log_rr,p_above_threshold,p_case,rr_low,rr_high
45,45,0.005,11.285761491840159,2.42354188622424,0.00040218475716224944,0.005757553207316302,0.9946424768356931,14.315692240403802
46,46,0.006,9.400078368633084,2.240718026329831,0.0008752811034780095,0.010584430040554094,0.9902823453834679,12.092606590609455
47,47,0.008,7.042970895114461,1.9520300832990285,0.0027221767272064268,0.02529899451641049,0.9773615563663963,9.293663509632976
48,48,0.009,6.257266814293559,1.8337434786343987,0.004193854138399122,0.03503715462259627,0.9690268024430492,8.354404675592901
49,49,0.011,5.114421907106464,1.6320643738779246,0.0083903144641585,0.05857391968546688,0.9493917758637156,6.981135204846164
50,50,0.013,4.32321863715571,1.4640001797375588,0.014346767715285647,0.08643330872249377,0.9268641966098831,6.024584104083885
51,51,0.015,3.7430003417697355,1.3198875202313274,0.022062086743687925,0.11735995021068713,0.9025522354996148,5.319530812028214
52,52,0.018,3.1144265011205476,1.1360450264997615,0.03672956688876916,0.1671856717164899,0.8645695950550818,4.551800793698181
53,53,0.02,2.8001371598022136,1.0296684016250486,0.048360046387500355,0.2014802016213053,0.839098647915581,4.166253274591193
54,54,0.023,2.431185631873992,0.8883790527123905,0.06816098428588713,0.25302291788952513,0.801616018983741,3.712137090454459
55,55,0.026,2.147373384583841,0.7642454136893616,0.09026999476702113,0.3034606199176083,0.7656550581774098,3.3616997619287927
56,56,0.03,1.857249618749744,0.619096693773001,0.12239941938263021,0.36751037165970135,0.7207032929437651,3.0025499590879186
57,57,0.033,1.6858097093772697,0.5222459880718778,0.14786667427551636,0.41254398837086237,0.6893944807635385,2.7899727263912033
58,58,0.037,1.500465513081657,0.405775402016468,0.18289550774079122,0.4682123228788917,0.6508196713626807,2.5599990325758353
59,59,0.041,1.351282144407292,0.30105387833388014,0.21846376093212605,0.518834686433367,0.615666029947007,2.374923347559518
60,60,0.045,1.2286166937406078,0.20588889726778992,0.2539896085108405,0.5645965351425181,0.5836426272673562,2.2229119468815615
61,61,0.049,1.12597495643076,0.11864928828966254,0.28903913423856786,0.6058147344862338,0.5544401731473612,2.0959609365083582
62,62,0.052,1.0593544692706622,0.05765973135938976,0.3148201269104002,0.6339704911973518,0.5342093706754039,2.0137546395748194
63,63,0.056,0.9816280123686204,-0.018542848534776123,0.348333327150099,0.6681451338351563,0.509240199001676,1.9181200354890198
64,64,0.059,0.9302476783346124,-0.07230440750201601,0.3727310935277858,0.6914598334160796,0.49187862398466836,1.8551171217609561
65,65,0.062,0.8838381351941137,-0.12348133809429211,0.3964419974832587,0.7129602770245684,0.4755793507476023,1.798397449187194
66,66,0.065,0.8417111127110816,-0.17231842015355361,0.4194331678645786,0.7327914202119097,0.4602546425279803,1.7470993625580518
67,67,0.067,0.8157215249049995,-0.2036822507621512,0.4343501701978524,0.7451521437055483,0.4505399681346888,1.715556237415819
68,68,0.069,0.7912379733030978,-0.23415650525620452,0.4489343804094601,0.7568691930121932,0.4412011897393654,1.6859238811736244
69,69,0.071,0.7681331853352337,-0.2637921424644461,0.4631839220152888,0.7679784331895753,0.4322179910882491,1.6580420793712822
70,70,0.071,0.7681331853352337,-0.2637921424644461,0.4631839220152888,0.7679784331895753,0.4322179910882491,1.6580420793712822
71,71,0.072,0.7570619218212469,-0.2783102299187777,0.47018300838415517,0.7733158160770127,0.42785374480278937,1.6447123828115626
72,72,0.072,0.7570619218212469,-0.2783102299187777,0.47018300838415517,0.7733158160770127,0.42785374480278937,1.6447123828115626
73,73,0.071,0.7681331853352337,-0.2637921424644461,0.4631839220152888,0.7679784331895753,0.4322179910882491,1.6580420793712822
74,74,0.07,0.7795206202198384,-0.2490761376977652,0.4561010428257528,0.7624976217898015,0.4366663606860173,1.6717734672689695
75,75,0.069,0.7912379733030978,-0.23415650525620452,0.4489343804094601,0.7568691930121932,0.4412011897393654,1.6859238811736244
76,76,0.067,0.8157215249049995,-0.2036822507621512,0.4343501701978524,0.7451521437055483,0.4505399681346888,1.715556237415819
77,77,0.065,0.8417111127110816,-0.17231842015355361,0.4194331678645786,0.7327914202119097,0.4602546425279803,1.7470993625580518
78,78,0.063,0.8693501708760518,-0.14000927645225036,0.40418693573170494,0.719749242730277,0.47036692223909665,1.7807335643526068
79,79,0.06,0.9142623415620253,-0.08963772293298439,0.38071295159815266,0.6988208875063499,0.48633200592662634,1.83555848198189
