,age,10yr_AR,rr,log_rr,p_above_threshold,p_case,rr_low,rr_high
45,45,0.005,6.076599170033731,1.804445192451239,0.004654105568153488,0.03787464687450537,0.9666241238425819,8.137900251698007
46,46,0.006,5.06128970157549,1.6216213325568298,0.008684188534403336,0.06006905568929766,0.9481649878267098,6.917060293120964
47,47,0.008,3.792150944069446,1.3329333895260274,0.02124291319834226,0.11427380295007827,0.904949970726916,5.3793847333046525
48,48,0.009,3.3691038356523135,1.2146467848613975,0.02969560762066914,0.1444210803834618,0.8817634201557424,4.86338189230854
49,49,0.011,2.7537611829202424,1.0129676801049237,0.05042836653720595,0.2072234208156205,0.8348781189823126,4.109263001067692
50,50,0.013,2.327753142879091,0.844903485964558,0.07537227599235075,0.2701744695818946,0.7893182428651335,3.584533782810454
51,51,0.015,2.015345866265103,0.7007908264583264,0.10344843928433645,0.33086599799350913,0.7463419075109983,3.1983662613226773
52,52,0.018,1.6769024850935788,0.5169483327267604,0.14935528459909442,0.41504685916153927,0.6876585844217872,2.778923158130126
53,53,0.02,1.5076794909707392,0.41057170785204744,0.18135802340982998,0.46589984428510445,0.6524221466623836,2.5689508273492336
54,54,0.023,1.3090247036963227,0.2692823589393895,0.2299949778250827,0.5341704979313427,0.6049694335147305,2.322531139517288
55,55,0.026,1.1562115091612735,0.14514871991636064,0.2781556613937515,0.5933969082546515,0.5632836194717906,2.133326732525681
56,56,0.03,1.0,0.0,0.340055903839644,0.659944096160356,0.5152798635795597,1.940692952860944
57,57,0.033,0.9076915091855645,-0.09685070570112336,0.3840497155940138,0.7018605845507867,0.48403162235201297,1.8275253334459873
58,58,0.037,0.8078965250194718,-0.213321291756533,0.438954486699783,0.7488899348589197,0.4475752130410685,1.706076501209368
59,59,0.041,0.7275716364486011,-0.318042815439121,0.4893786200365542,0.7875630510683309,0.41603614197838124,1.6093123377754095
60,60,0.045,0.6615248060019433,-0.4132077965052113,0.5353706276476963,0.8194835340632229,0.3885171206952905,1.5306845234746214
61,61,0.049,0.6062593552657394,-0.5004474054833383,0.5771356191586687,0.8459441317207202,0.36431507419180137,1.4657631649107234
62,62,0.052,0.5703888473450296,-0.5614369624136113,0.605854984498373,0.8628366603986608,0.3480022179825664,1.4241636736108718
63,63,0.056,0.5285385456314854,-0.6376395423077771,0.6409282093068158,0.8821023590294246,0.328340025661652,1.376288867022168
64,64,0.059,0.5008738022844946,-0.6914011012750171,0.6649957815412769,0.8944885273375698,0.31495565383583557,1.3451040625617081
65,65,0.062,0.4758854847896495,-0.7425780318672932,0.6872950482346879,0.9053779760603144,0.30259202294532334,1.3173061240376618
66,66,0.065,0.45320300740064295,-0.7914151139265546,0.7079553147933089,0.9149748742027943,0.29113738446234744,1.2924189635753012
67,67,0.067,0.4392094184163159,-0.8227789445351522,0.720879248357915,0.9207414656369262,0.2839578709099587,1.2772478438438557
68,68,0.069,0.42602672538747927,-0.8532531990292055,0.7331641514488149,0.9260560266394983,0.27711409003695997,1.2630950719692273
69,69,0.071,0.4135864008696486,-0.8828888362374472,0.744843184363204,0.9309588811216934,0.27058308713408386,1.2498723230146855
70,70,0.071,0.4135864008696486,-0.8828888362374472,0.744843184363204,0.9309588811216934,0.27058308713408386,1.2498723230146855
71,71,0.072,0.40762529397146025,-0.8974069236917787,0.7504654500384973,0.9332674085402652,0.2674282638217033,1.2435847759445695
72,72,0.072,0.40762529397146025,-0.8974069236917787,0.7504654500384973,0.9332674085402652,0.2674282638217033,1.2435847759445695
73,73,0.071,0.4135864008696486,-0.8828888362374472,0.744843184363204,0.9309588811216934,0.27058308713408386,1.2498723230146855
74,74,0.07,0.41971774410409785,-0.8681728314707662,0.7390773879647404,0.928556559313916,0.2738108442530444,1.2563725726624655
75,75,0.069,0.42602672538747927,-0.8532531990292055,0.7331641514488149,0.9260560266394983,0.27711409003695997,1.2630950719692273
76,76,0.067,0.4392094184163159,-0.8227789445351522,0.720879248357915,0.9207414656369262,0.2839578709099587,1.2772478438438557
77,77,0.065,0.45320300740064295,-0.7914151139265546,0.7079553147933089,0.9149748742027943,0.29113738446234744,1.2924189635753012
78,78,0.063,0.46808472167638804,-0.7591059702252515,0.6943577041084132,0.9087114143851177,0.2986778559184195,1.3087079022935943
79,79,0.06,0.49226680804354384,-0.7087344167059856,0.672618844189994,0.8982738692928933,0.3107268970793875,1.3354872184329687
