,age,10yr_AR,rr,log_rr,p_above_threshold,p_case,rr_low,rr_high
45,45,0.005,4.030431670939049,1.3938734845991916,0.017749043157484046,0.10062306978665958,0.9156284592528396,5.669210948097275
46,46,0.006,3.3570064008211133,1.2110496247047824,0.02999113230858852,0.14541494267876776,0.8810074688854298,4.848597951639374
47,47,0.008,2.515223538411218,0.9223616816739801,0.06290466859308153,0.24002651533805208,0.8109884439622096,3.8157186216294767
48,48,0.009,2.2346286832376236,0.8040750770093502,0.08266070191868458,0.2867944975722845,0.7774718731874224,3.469538618900327
49,49,0.011,1.8264897807604965,0.6023959722528761,0.12655604766269857,0.3751659126164705,0.7153682680056325,2.9644250080910814
50,50,0.013,1.5439310256719994,0.43433177811251056,0.1738614678719399,0.4544627018166403,0.6603460278969239,2.613935723534677
51,51,0.015,1.3367203562393069,0.290219118606279,0.2223582621006417,0.5240688018061416,0.6120185877361601,2.3568667827100684
52,52,0.018,1.1122406951452812,0.10637662487471294,0.2941465618343512,0.6115303771976981,0.5503545095874937,2.0789988955984526
53,53,0.02,1.0,0.0,0.340055903839644,0.659944096160356,0.5152798635795597,1.940692952860944
54,54,0.023,0.8682380516123424,-0.14128934891265799,0.4047883857743103,0.7202717788932307,0.46996431927940036,1.77937856965792
55,55,0.026,0.7668814997389343,-0.2654229879356868,0.4639696156769547,0.7685814586954169,0.43172653654109994,1.6565340331047722
56,56,0.03,0.663270944513636,-0.41057170785204733,0.5341001557148954,0.8186419765901699,0.38926397086076114,1.5327499305713812
57,57,0.033,0.602045404624517,-0.5074224135531707,0.5804440120932431,0.8479428990360631,0.36242386081194583,1.4608521775909864
58,58,0.037,0.5358542912189495,-0.6238929996085804,0.6346786905533282,0.8787764175114013,0.33182729655767423,1.384600476731404
59,59,0.041,0.48257712650859547,-0.7286145232911684,0.6812740081696061,0.9024925247774365,0.30592884710341084,1.3247129847242858
60,60,0.045,0.43877018289610875,-0.8237795043572586,0.7212869245421332,0.920920431319449,0.283731104292972,1.2767740547966282
61,61,0.049,0.4021142151873349,-0.9110191133353858,0.755676500847515,0.9353771998550316,0.2644968673465034,1.2378010945238824
62,62,0.052,0.3783223495185819,-0.9720086702656587,0.7782877006791499,0.9442001871794372,0.25167666832868074,1.2131762924629397
63,63,0.056,0.35056426037285876,-1.0482112501598246,0.8047834752789786,0.9538563249532452,0.23637176777272026,1.18523348733346
64,64,0.059,0.3322150399233729,-1.1019728091270644,0.8222640679932461,0.9598241344748109,0.2260424500075904,1.1672942693668753
65,65,0.062,0.3156410149767604,-1.1531497397193404,0.8379552554045515,0.9649071250453575,0.21656286997923546,1.1515019672255837
66,66,0.065,0.3005963867750448,-1.201986821778602,0.852060733401693,0.9692534865295002,0.20783199874840863,1.1375403753907742
67,67,0.067,0.29131484579227457,-1.2333506523871995,0.8606727388656812,0.9718023186230655,0.20238452365578627,1.1291194373181228
68,68,0.069,0.2825711485358048,-1.2638249068812528,0.8687075095002686,0.9741078997471923,0.1972093008081123,1.1213301244599072
69,69,0.071,0.2743198427428071,-1.2934605440894946,0.8762086509932157,0.9761966169331291,0.19228632095742307,1.1141143331860206
70,70,0.071,0.2743198427428071,-1.2934605440894946,0.8762086509932157,0.9761966169331291,0.19228632095742307,1.1141143331860206
71,71,0.072,0.27036601374009894,-1.3079786315438262,0.8797717450212228,0.9771670074300884,0.18991369852238194,1.1107051493299733
72,72,0.072,0.27036601374009894,-1.3079786315438262,0.8797717450212228,0.9771670074300884,0.18991369852238194,1.1107051493299733
73,73,0.071,0.2743198427428071,-1.2934605440894946,0.8762086509932157,0.9761966169331291,0.19228632095742307,1.1141143331860206
74,74,0.07,0.2783865845610575,-1.2787445393228136,0.8725222028416184,0.9751778479453712,0.1947174536110718,1.1176539058483845
75,75,0.069,0.2825711485358048,-1.2638249068812528,0.8687075095002686,0.9741078997471923,0.1972093008081123,1.1213301244599072
76,76,0.067,0.29131484579227457,-1.2333506523871995,0.8606727388656812,0.9718023186230655,0.20238452365578627,1.1291194373181228
77,77,0.065,0.3005963867750448,-1.201986821778602,0.852060733401693,0.9692534865295002,0.20783199874840863,1.1375403753907742
78,78,0.063,0.3104669954587003,-1.1696776780772988,0.8428239544212235,0.9664312979872622,0.2135739061835167,1.1466585553455482
79,79,0.06,0.32650627072375404,-1.119306124558033,0.8276826842927842,0.9616088194448253,0.22279351554201948,1.161808550177022
