,age,10yr_AR,rr,log_rr,p_above_threshold,p_case,rr_low,rr_high
45,45,0.005,15.553294957763859,2.7442725105687567,9.192604307450836e-05,0.0017749772180978285,0.9983167940945181,19.308752544250872
46,46,0.006,12.95457037605777,2.5614486506743472,0.00021697784512764162,0.0035310443259192192,0.9966852142841467,16.273755156163574
47,47,0.008,9.706159729661316,2.272760707643545,0.000766302811956554,0.009543776516388824,0.9912157949345253,12.454314883722382
48,48,0.009,8.623353990114035,2.154474102978915,0.0012431895651019431,0.013890219025812334,0.9873372283136639,11.173049883726556
49,49,0.011,7.048360229585703,1.9527949982224408,0.0027144121437067126,0.02524428786949995,0.977408802453245,9.300093918319703
50,50,0.013,5.957975868903556,1.7847308040820753,0.0049886567547503535,0.03988746771521623,0.9649262179799452,7.995632827861758
51,51,0.015,5.158357137411331,1.6406181445758439,0.008156146665146524,0.05737117130358582,0.9503802695626284,7.0341024578124305
52,52,0.018,4.292097970635583,1.4567756508442777,0.014669157773431807,0.08782203290095658,0.9257580581135367,5.986849024148908
53,53,0.02,3.8589650507932074,1.3503990259695648,0.020186610917433456,0.110233214049957,0.9080982112146504,5.460709303846441
54,54,0.023,3.350500296940818,1.2091096770569068,0.030151518383678577,0.1459528374619825,0.8805985457797358,4.840646351693809
55,55,0.026,2.9593689055924277,1.0849760380338782,0.04199077131566764,0.18315253720726454,0.8526509331382336,4.3617331015523995
56,56,0.03,2.5595393940847218,0.9398273181175174,0.060328887456637115,0.2334912527021027,0.8157202419719222,3.870305960306832
57,57,0.033,2.3232721754366668,0.8429766124163942,0.07570485415414674,0.27094788365137623,0.7887654929545734,3.579002782300916
58,58,0.037,2.0678429821314914,0.7265060263609845,0.0979487288707146,0.3196393971771434,0.7542371754225318,3.263333795776409
59,59,0.041,1.8622482655088821,0.6217845026783965,0.1217395082028897,0.36628310432368494,0.7215591519773292,3.008744734809029
60,60,0.045,1.6931988011262271,0.5266195216123062,0.1466452471044447,0.4104803894386969,0.6908259531700952,2.7991387211229677
61,61,0.049,1.5517447028350646,0.4393799126341791,0.1722944762368952,0.4520372638661161,0.6620261921686954,2.623631782858728
62,62,0.052,1.45993272472618,0.37839035570390617,0.1918289574337293,0.4814338913389675,0.6416539090714941,2.5097039455332877
63,63,0.056,1.352815228836032,0.3021877758097402,0.2180584701214624,0.5182867136392192,0.6160477068350717,2.3768244973493777
64,64,0.059,1.2820062284121663,0.24842621684250044,0.23774606159932155,0.5442114623281511,0.5979484194311422,2.2890451209464078
65,65,0.062,1.2180476453922136,0.19724928625022425,0.25735851446313074,0.5687177801184956,0.5807408127351282,2.209826946292738
66,66,0.065,1.1599909509596154,0.1484122041909628,0.2768292780810697,0.5918608244479555,0.564374584287717,2.137999378355596
67,67,0.067,1.1241738086896003,0.11704837358236526,0.28970300440655605,0.6065616375386547,0.5539068374245799,2.0937360963210225
68,68,0.069,1.090432186562167,0.08657411908831197,0.3024743880317855,0.6207016235862054,0.5437769881216618,2.0520799384871524
69,69,0.071,1.0585906858835812,0.05693848188007028,0.31513082265395764,0.6342995094471529,0.533971308170101,2.012813294825405
70,70,0.071,1.0585906858835812,0.05693848188007028,0.31513082265395764,0.6342995094471529,0.533971308170101,2.012813294825405
71,71,0.072,1.0433329979453179,0.042420394425738694,0.32141241495628636,0.640901040861557,0.5291858664277072,1.9940145776532079
72,72,0.072,1.0433329979453179,0.042420394425738694,0.32141241495628636,0.640901040861557,0.5291858664277072,1.9940145776532079
73,73,0.071,1.0585906858835812,0.05693848188007028,0.31513082265395764,0.6342995094471529,0.533971308170101,2.012813294825405
74,74,0.07,1.074284100430809,0.07165448664675132,0.30881770072867076,0.627567153892999,0.5388344674040899,2.0321605672609535
75,75,0.069,1.090432186562167,0.08657411908831197,0.3024743880317855,0.6207016235862054,0.5437769881216618,2.0520799384871524
76,76,0.067,1.1241738086896003,0.11704837358236526,0.28970300440655605,0.6065616375386547,0.5539068374245799,2.0937360963210225
77,77,0.065,1.1599909509596154,0.1484122041909628,0.2768292780810697,0.5918608244479555,0.564374584287717,2.137999378355596
78,78,0.063,1.1980812848998978,0.18072134789226596,0.2638674831293434,0.5765807156275828,0.5751943769206092,2.185114697686917
79,79,0.06,1.2599762875877922,0.2310929014115319,0.24429541215365158,0.5525352435407839,0.5921159718434788,2.2617503892920525
